brainrot,original_normal,training_normal,action,reason,source_file,source_dataset
he got caught in 4k cheating on the exam 📸,He was indisputably caught cheating on the exam with photographic evidence.,He was indisputably caught cheating on the exam with photographic evidence.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he got explorer spirit fr 🗺️ king always seekin new places/ideas 🙏 adventurous soul,He loves exploration.,He loves exploration.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he got iron discipline fr 💪 stays focused king dont play 🙏 admire control,He is disciplined.,He is disciplined.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he got lost and randomly found the best restaurant that's a W honestly,He got lost in a foreign city and somehow found the best restaurant.,He got lost in a foreign city and somehow found the best restaurant.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he got rejected but took the L gracefully respect fr,He got rejected but handled it really well.,He got rejected but handled it really well.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he got that big ambition & drive fr 💪 king chasing greatness 💯 hustler mindset,He is ambitious and driven.,He is ambitious and driven.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he got that explorer bug hard fr 🗺️ loves discoverin new shi king 🙏 adventurous heart,He loves exploring.,He loves exploring.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"he got vision frfr ✨ sees potential nobody else does, ahead of the curve 🙏💯 innovator",He sees potential where others don't.,He sees potential where others don't.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he gotta own up to his shi frfr 💯 stop blaming others and take responsibility 🙏 stand on it,He needs to take responsibility for his actions.,He needs to take responsibility for his actions.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"he handle his business like a pro fr 💼 keeps it strictly business when needed, sharp dude 💯",He handles business professionally.,He handles business professionally.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he handles complex messy shi like a pro fr ✨ adept king navigates tricky situations skillfully 🙏 smooth operator,He navigates complex situations adeptly.,He navigates complex situations adeptly.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he handles his responsibilities fr 🙏 accountable king owns his shi 💯 dependable vibes,He is responsible.,He is responsible.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he handles his shi fr 🙏 responsible king owns his duties 💯 dependable vibes,He is responsible.,He is responsible.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he handles his shi like an adult fr 🙏 responsible king owns up 💯 dependable energy,He is responsible.,He is responsible.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he happiest explorin the wilderness fr 🌲🏞️ nature king loves outdoor adventures 🙏 free spirit,He loves exploring nature.,He loves exploring nature.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he has 2000 hours in one game he needs to touch grass immediately,He has 2000 hours in one game.,He has 2000 hours in one game.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he has a 3 monitor setup sigma desk energy,He uses three monitors for his setup.,He uses three monitors for his setup.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he has the strongest opinions about phones that's a beige flag ngl,He has strong opinions about which phone is better.,He has strong opinions about which phone is better.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he has the strongest takes about everything and won't back down based or unhinged you decide,He has strong opinions about everything and won't back down.,He has strong opinions about everything and won't back down.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he hears a song & just plays it on piano?? 🤯🎹 skill king got musical superpowers fr 🙏 natural talent,He is very skilled at playing piano by ear.,He is very skilled at playing piano by ear.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he held the door for everyone behind him green flag energy plus aura,He opened the door for everyone behind him.,He opened the door for everyone behind him.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he helped without being asked and didn't want credit sigma kindness,He helped without being asked and didn't want credit.,He helped without being asked and didn't want credit.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he hit me with the fanum tax on my fries,He took a handful of my fries without asking.,He took a handful of my fries without asking.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he hit reply all on the company email it's joever for him 💀,He accidentally replied all to a company email.,He accidentally replied all to a company email.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he holds the door for everyone behind him green flag king,He holds the door open for everyone behind him.,He holds the door open for everyone behind him.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"he investin in the youth fr 🙏 mentors young ppl, sharing knowledge, big bro energy 💯 guide",He mentors young people.,He mentors young people.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"he judges fairly fr, no bias 🙏 fair king weighs things objectively 💯⚖️ reasonable takes",He is fair in his judgments.,He is fair in his judgments.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he just repeats what everyone else says npc behavior fr,He just repeats what other people say.,He just repeats what other people say.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"he keep it see-through frfr 🙏 operates w transparency, no hidden agendas 💯 trustworthy",He operates with transparency.,He operates with transparency.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"he keep shi see-through fr 🙏 operates w transparency, no hidden plays 💯 trustworthy moves",He operates with transparency.,He operates with transparency.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he keeps buying stuff he doesn't need his wallet is cooked,He keeps buying things he doesn't need.,He keeps buying things he doesn't need.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he keeps going back to his toxic ex bro is down bad,He keeps going back to his toxic ex.,He keeps going back to his toxic ex.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"he keeps it honorable fr, got integrity 🙏 stand up king does right thing 💯 respectable",He is honorable.,He is honorable.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"he keeps it straight up fr, no bs 🙏 straightforward king gets to the point 💯 appreciate honesty",He is straightforward.,He is straightforward.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he kept composure when everything went wrong his aura was unshakeable sigma,He kept his composure when everything went wrong.,He kept his composure when everything went wrong.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he kept his promise even when it was hard green flag behavior,He kept his promise even though it was difficult.,He kept his promise even though it was difficult.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he knew exactly what to say and it hit different emotional rizz fr,He knew exactly what to say to make me feel better.,He knew exactly what to say to make me feel better.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he knew the answer but let others try first sigma patience plus aura,He knew the answer immediately but let others try first.,He knew the answer immediately but let others try first.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he knows every stat about that player certified stan,He knows every statistic about that basketball player.,He knows every statistic about that basketball player.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he knows the lyrics to every song his music knowledge is cracked,He always knows the lyrics to every song.,He always knows the lyrics to every song.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he knows the secrets of this town fr ✨🏘️ fascinating local history king shares hidden lore 🙏 engaging narrator,He tells fascinating stories about local history.,He tells fascinating stories about local history.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he laughed at nothing npc glitch moment 💀,He laughed at a joke nobody made.,He laughed at a joke nobody made.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"he lead but stays humble fr 🙏 leads w humility, doesn't need the spotlight 💯 grounded king",He leads with humility.,He leads with humility.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"he lead different fr, w mad confidence & clarity ✨ ppl trust his vision, natural born leader 🙏💯",He leads with confidence and clarity.,He leads with confidence and clarity.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he learned a whole language in 6 months locked in polyglot king,He learned an entire language in six months.,He learned an entire language in six months.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he learned sign language for a new coworker based king behavior,He learned sign language to talk to a new coworker.,He learned sign language to talk to a new coworker.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he learned to cook specifically for his date down bad but it's based effort,He learned to cook specifically to impress his date.,He learned to cook specifically to impress his date.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he left his charger at home and his laptop is at 5% he's cooked,He left his laptop charger at home.,He left his laptop charger at home.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he left right before the bill came that's sus ngl,He conveniently left right before the bill came.,He conveniently left right before the bill came.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he left the gc after losing the argument salty behavior detected,He left the group chat after losing the argument.,He left the group chat after losing the argument.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he lent me money and never mentioned it again based friend behavior,He lent me money and never brought it up again.,He lent me money and never brought it up again.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"he levelin up, learnin a new skill fr ✨ king always growin 🙏 admire the grind",He's learning a new skill.,He's learning a new skill.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he liked his ex's photo from 2 years ago big yikes,He liked his ex's photo from two years ago.,He liked his ex's photo from two years ago.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"he live by his moral code hard fr 🙏 never compromises values king, solid foundation 💯 righteous",He sticks to his moral code.,He sticks to his moral code.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he lives by a code fr 🙏 principled king stands on his values 💯 solid character,He is principled.,He is principled.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he lives for a good laugh fr 😂 comedy king appreciates funny shi 🙏 seeks humor always,He loves comedies.,He loves comedies.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he lives for suspenseful thriller movies fr 🔪🎬 edge of seat king loves the tension 🙏 plot twist fan,He loves thrillers.,He loves thrillers.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he lives for the laughs fr 😂 comedy movie king appreciates humor 🙏 always ready for funny,He loves comedies.,He loves comedies.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"he lives in fantasy worlds fr 📚🐉 loves epic novels king, wizard vibes 🙏 imaginative",He loves fantasy novels.,He loves fantasy novels.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"he lock it down frfr 🔒 keeps confidential shi on the low, trustworthy af 🙏 vault energy",He keeps sensitive information confidential.,He keeps sensitive information confidential.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he locked in & determined af fr 💪 wont stop king keeps pushin 💯 focused drive,He is determined.,He is determined.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he locked in for a week and dropped a whole album,He disappeared for a week and came back with an album.,He disappeared for a week and came back with an album.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he locked on target & determined af fr 💪 focus king won't be swayed 💯 gonna get it,He is determined.,He is determined.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"he look out for his ppl fr, real generous wit the squad 🙏💯 shares the wealth, real one.",He's very generous with his friends.,He's very generous with his friends.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"he lookin out for ppl, creatin opportunities fr ✨ puts others on, generous king 🙏💯 lift as u climb",He creates opportunities for others.,He creates opportunities for others.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he looks at all angles fairly fr 🙏 unbiased king judges objectively 💯 balanced perspective,He is fair-minded.,He is fair-minded.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"he mad quiet fr, lowkey reserved vibes 🤔 wonder what he thinking?",He's very quiet and reserved.,He's very quiet and reserved.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he mad talented but stays humble?? 🙏 rare breed king doesn't boast 💯 grounded & gifted,He is humble about his talents.,He is humble about his talents.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he made a 5 course meal for their anniversary he cooked fr,He made a five-course meal for their first anniversary.,He made a five-course meal for their first anniversary.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he made friends with everyone at the party his social rizz is unmatched,He made friends with everyone at the party.,He made friends with everyone at the party.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he made her a playlist after 2 dates down bad but it's cute,He made a playlist for her after two dates.,He made a playlist for her after two dates.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he made it look easy when it was actually impossible built different fr,He made the impossible seem easy.,He made the impossible seem easy.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he makes bold moves without caring what people think based sigma energy,He makes bold decisions without caring what others think.,He makes bold decisions without caring what others think.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"he makes complex science easy & engaging?? ✨💡 science communicator king fr, explains shi well 🙏 makes learning fun",He tells engaging scientific concepts.,He tells engaging scientific concepts.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes complex science easy to grasp?? ✨🔬 engaging science king explains it well 🙏 smart & accessible,He tells engaging scientific explanations.,He tells engaging scientific explanations.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"he makes complicated shi make sense fr 🤯 explains it simply, teacher king 🙏💯 clarity provider",He can explain complex topics simply.,He can explain complex topics simply.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes every room better just by being there his vibes are goated,He makes every room more fun just by being there.,He makes every room more fun just by being there.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he makes everyday shi hilarious fr 😂 observational comedy king points out the absurd 🙏 relatable funnies,He tells funny observational stories.,He tells funny observational stories.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes eye contact during handshakes plus aura professional rizz,He makes eye contact during handshakes.,He makes eye contact during handshakes.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he makes fun of himself & its hilarious 😂 self-aware king turns flaws into comedy 🙏 relatable & funny,He tells hilarious self-aware stories.,He tells hilarious self-aware stories.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes hard stuff look easy af?? ✨😎 like how?? teach me ur ways senpai 🙏,He makes everything seem effortless.,He makes everything seem effortless.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes his embarrassing moments hilarious 😂😭 funny king turns fails into comedy gold 🙏 relatable cringe,He tells funny stories about embarrassing moments.,He tells funny stories about embarrassing moments.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"he makes his fails sound hilarious 😂 turns Ls into comedy gold, relatable king 🙏 humble humor",He tells funny stories about his mistakes.,He tells funny stories about his mistakes.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes historical events sound like NOW?? ✨📜 engaging storyteller king makes past relevant 🙏 captivating history,He tells engaging stories about historical events.,He tells engaging stories about historical events.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes historical figures sound like compelling characters fr ✨👑 engaging history king brings ppl alive 🙏 nuanced portrayals,He tells engaging stories about historical figures.,He tells engaging stories about historical figures.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes historical mysteries sound SO intriguing ✨🔎 engaging storyteller king brings past puzzles to life 🙏 history detective,He tells engaging historical mysteries.,He tells engaging historical mysteries.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes history anecdotes sound cool not dusty fr ✨📜 engaging storyteller king keeps u listening 🙏 makes past fun,He tells historical anecdotes engagingly.,He tells historical anecdotes engagingly.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes history feel like ur watching a movie ✨📜 engaging historian king brings past to life vividly 🙏 not boring!,He tells engaging historical accounts.,He tells engaging historical accounts.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes history funny somehow?? 😂📜 humorous historian king finds comedy in past 🙏 engaging & witty,He tells historical anecdotes humorously.,He tells historical anecdotes humorously.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes history funny?? 😂📜 humorous history king got witty takes on the past 🙏 learning + laughing,He tells historical anecdotes with humor.,He tells historical anecdotes with humor.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"he makes history lessons actually interesting?? ✨📜 engaging history king fr, storytelling skill 🙏 not boring!",He tells historical facts in an engaging way.,He tells historical facts in an engaging way.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes history lessons sound like epic adventures ✨⚔️ engaging storyteller king brings past to life 🙏 makes learning fun,He tells engaging historical stories.,He tells engaging historical stories.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"he makes history sound dramatic & exciting fr ✨🎭 storyteller king adds flair, not just dry facts 🙏 engaging delivery",He tells historical stories with flair.,He tells historical stories with flair.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes history sound like an action movie fr ✨📜 exciting history king tells engaging anecdotes 🙏 brings past to life,He tells exciting historical anecdotes.,He tells exciting historical anecdotes.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes history sound like an epic saga fr ✨📜 captivating history king brings the past alive 🙏 engaging storyteller,He tells captivating historical narratives.,He tells captivating historical narratives.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes history sound like it happened yesterday ✨📜 vivid storyteller king paints a clear picture 🙏 brings past alive,He tells historical stories vividly.,He tells historical stories vividly.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes history sound like peak drama fr ✨👑 compelling storyteller king brings past conflicts alive 🙏 engaging narrative,He tells compelling historical dramas.,He tells compelling historical dramas.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes history sound like peak gossip fr ✨📜 captivating anecdote king got the tea from way back 🙏 engaging tales,He tells captivating historical anecdotes.,He tells captivating historical anecdotes.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes instant noodles taste gourmet he's cracked at cooking fr,He somehow makes instant noodles taste like a restaurant meal.,He somehow makes instant noodles taste like a restaurant meal.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"he makes learning FUN?? ✨🎓 gifted teacher king fr, explains shi perfectly 🙏 born educator",He has a gift for teaching.,He has a gift for teaching.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes mundane shi sound hilarious 😂 relatable comedy king finds humor everywhere 🙏 observant af,He tells humorous stories about everyday life.,He tells humorous stories about everyday life.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes science breakthroughs sound like thrillers fr ✨🔬 engaging narrator king explains cool discoveries 🙏 makes learning fun,He tells engaging stories about scientific breakthroughs.,He tells engaging stories about scientific breakthroughs.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes science discoveries sound like epic quests fr ✨🔬 fascinating science king explains breakthroughs engagingly 🙏 nerd excitement,He tells fascinating stories about scientific discoveries.,He tells fascinating stories about scientific discoveries.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes science sound like an adventure?? ✨🔬 engaging science king makes learning cool 🙏 nerdy excitement,He tells engaging stories about science.,He tells engaging stories about science.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes science sound like cool stories?? ✨🔬 engaging narrator king simplifies complex stuff 🙏 makes learning fun,He tells engaging anecdotes about science.,He tells engaging anecdotes about science.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he makes science sound like magic fr ✨🔬 fascinating anecdote king explains complex shi engagingly 🙏 smart & cool,He tells fascinating anecdotes about science.,He tells fascinating anecdotes about science.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"he makes sure the process stays legit fr💯 protects the integrity, no shortcuts allowed 🙏 by the book",He protects the integrity of the process.,He protects the integrity of the process.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"he makes tech jargon make SENSE? 🤯 tech translator king fr, explains it perfectly 🙏💯 smart af",He's very good at explaining technical concepts.,He's very good at explaining technical concepts.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he melts around animals fr 🥺 animal lover king got soft spot 🙏 wholesome energy,He loves animals.,He loves animals.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he melts around any animal fr 🥺 softie king got love for all creatures 🙏 pure heart,He loves animals.,He loves animals.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he memorized the entire lore of a fictional universe bro needs to touch grass,He knows the entire lore of a fictional universe.,He knows the entire lore of a fictional universe.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he memorized the whole menu at his fav restaurant the dedication is unhinged,He memorized the entire menu at his favorite restaurant.,He memorized the entire menu at his favorite restaurant.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he mispronounced a basic word in front of everyone minus 2000 aura 💀,He mispronounced a common word in front of everyone.,He mispronounced a common word in front of everyone.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he missed the easiest shot in front of everyone minus aura 💀,He missed an easy shot in front of everyone.,He missed an easy shot in front of everyone.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he mogged everyone at the event without even trying,He looked so much better than everyone else at the event.,He looked so much better than everyone else at the event.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"he move correct frfr 💯 operates w integrity, does the right thing even when its hard 🙏 solid dude",He operates with integrity.,He operates with integrity.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"he move in silence frfr 🤫 lowkey king, keepin shi private 🙏 doesnt need the attention.",He is very discreet.,He is very discreet.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he moved to a beach town and surfs every morning living his best life,He moved to a beach town and surfs every morning.,He moved to a beach town and surfs every morning.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"he movin real funny lately 🤔 somethin seems off fr, keepin my eyes open 👀",He's acting suspicious lately.,He's acting suspicious lately.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he narrated his morning routine like a movie giving main character vibes,He narrated his morning routine like a movie voiceover.,He narrated his morning routine like a movie voiceover.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he narrates what he's doing when he's alone total beige flag,He narrates what he's doing out loud when he's alone.,He narrates what he's doing out loud when he's alone.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he never complains even in bad situations stoic sigma energy,He never complains even in bad situations.,He never complains even in bad situations.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"he never forget who put him on 🙏 stays loyal to those who helped him up, real gratitude fr 💯",He stays loyal to those who helped him.,He stays loyal to those who helped him.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"he never forgot where he came from fr 🙏 stay loyal to his roots, real humble dude 💯",He is loyal to his roots.,He is loyal to his roots.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he never takes accountability red flag behavior ngl,He never takes accountability for his mistakes.,He never takes accountability for his mistakes.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he noticed my haircut before anyone else that's giving green flag attention,He noticed my new haircut before anyone else.,He noticed my new haircut before anyone else.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he notices the funny little shi in life fr 😂 observant humor king points out relatable absurdities 🙏 LOLed,He tells funny observational humor.,He tells funny observational humor.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he notices the subtle shi fr ✨ perceptive king reads the room well 🙏 intuitive vibes,He is perceptive.,He is perceptive.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he obsessed w cats fr 😻 cat stan king prob has mad cat pics 🙏 feline friend,He loves cats.,He loves cats.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he obsessed w dogs fr 🐶💖 dog whisperer king melts around pups 🙏 best friends energy,He loves dogs.,He loves dogs.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he one-ups every story in the group certified ick,He's the friend who always has to one-up everyone's stories.,He's the friend who always has to one-up everyone's stories.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
