input_text,target_text,task_type,source,quality_label,reason,raw_input,raw_target
"This pizza is elite, I'm obsessed ngl.","I have to say, i really enjoyed the pizza. There was a clear sense of dedication behind it, and I have to give credit where it's due.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"This pizza is elite, I'm obsessed ngl.","I have to say, i really enjoyed the pizza. There was a clear sense of dedication behind it, and I have to give credit where it's due."
missing just took the fattest L imaginable and there's genuinely no coming back from this on god,"Without exaggeration, missing the flight was terrible. The execution was notably poor, and I think that speaks volumes.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,missing just took the fattest L imaginable and there's genuinely no coming back from this on god,"Without exaggeration, missing the flight was terrible. The execution was notably poor, and I think that speaks volumes."
i am in disbelief at how hard the public managed to flop 😭 villain origin story type beat no cap,"Looking at the situation, the public transport schedule was really disappointing. There was a clear lack of preparation. It left quite an impression on me.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,i am in disbelief at how hard the public managed to flop 😭 villain origin story type beat no cap,"Looking at the situation, the public transport schedule was really disappointing. There was a clear lack of preparation. It left quite an impression on me."
Everything is pmo and she's about to crash out fr fr,"It's worth noting that she's overwhelmed by everything. I could tell real thought went into it, which was honestly quite remarkable.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,Everything is pmo and she's about to crash out fr fr,"It's worth noting that she's overwhelmed by everything. I could tell real thought went into it, which was honestly quite remarkable."
the host really said 'watch me' and then delivered the most insane performance 💀 massive W energy no cap,I was struck by the fact that the host was excellent during playing in the tournament It's not often you encounter something that stands out like that.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,the host really said 'watch me' and then delivered the most insane performance 💀 massive W energy no cap,I was struck by the fact that the host was excellent during playing in the tournament It's not often you encounter something that stands out like that.
the way the vintage showed up looking that fire should be illegal 😭 understood the fashion assignment periodt,"I must admit, the vintage jacket she found exceeded all expectations I certainly wasn't expecting that outcome.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,the way the vintage showed up looking that fire should be illegal 😭 understood the fashion assignment periodt,"I must admit, the vintage jacket she found exceeded all expectations I certainly wasn't expecting that outcome."
"I was locked in on Smash Bros all night, need to touch grass ngl","I was genuinely pleased to see that i spent all night playing Smash Bros. I could tell real thought went into it, and I have to give credit where it's due.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"I was locked in on Smash Bros all night, need to touch grass ngl","I was genuinely pleased to see that i spent all night playing Smash Bros. I could tell real thought went into it, and I have to give credit where it's due."
i was NOT prepared for the sunset hike to hit that hard 😭 genuinely the best thing i've ever tasted on god,It should be acknowledged that the sunset hike last weekend was genuinely wonderful which was honestly quite remarkable.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,i was NOT prepared for the sunset hike to hit that hard 😭 genuinely the best thing i've ever tasted on god,It should be acknowledged that the sunset hike last weekend was genuinely wonderful which was honestly quite remarkable.
He said it's joever and quit on the spot ngl,"I was genuinely pleased to see that he quit his job. Everything came together remarkably well, which really says a lot about the effort involved.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,He said it's joever and quit on the spot ngl,"I was genuinely pleased to see that he quit his job. Everything came together remarkably well, which really says a lot about the effort involved."
my friend really said 'watch me' and then delivered the most insane performance 💀 massive W energy no cap,"I must admit, my friend learned three languages fluently. The level of effort was clearly substantial. It far exceeded what I had anticipated.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,my friend really said 'watch me' and then delivered the most insane performance 💀 massive W energy no cap,"I must admit, my friend learned three languages fluently. The level of effort was clearly substantial. It far exceeded what I had anticipated."
i said 'i'm making everyone else look mid by comparison' and DID EXACTLY THAT 💀 no cap,I was genuinely pleased to see that i was on a video call when the sunset was incredible outside That level of quality is hard to come by.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,i said 'i'm making everyone else look mid by comparison' and DID EXACTLY THAT 💀 no cap,I was genuinely pleased to see that i was on a video call when the sunset was incredible outside That level of quality is hard to come by.
nah my cousin really went from zero to actually cracked 💀 skill development is built different no cap,What really stood out was that my cousin did really well at running the marathon and I think that speaks volumes.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,nah my cousin really went from zero to actually cracked 💀 skill development is built different no cap,What really stood out was that my cousin did really well at running the marathon and I think that speaks volumes.
nah this the ta situation has me in my feels on a DEEP level 💀 emotional damage immeasurable no cap,"I must admit, the TA taught themselves sign language to communicate with a deaf neighbor That level of quality is hard to come by.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,nah this the ta situation has me in my feels on a DEEP level 💀 emotional damage immeasurable no cap,"I must admit, the TA taught themselves sign language to communicate with a deaf neighbor That level of quality is hard to come by."
the L that he just caught is so massive it has its own gravitational field 💀 it's genuinely joever on god,"To be perfectly honest, he rehearsed his speech twenty times. He still froze on stage — the kind of thing that stays with you for a while.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,the L that he just caught is so massive it has its own gravitational field 💀 it's genuinely joever on god,"To be perfectly honest, he rehearsed his speech twenty times. He still froze on stage — the kind of thing that stays with you for a while."
"nah it is genuinely the most aggressively mid thing i've experienced, giving NPC energy on every level fr fr","It's remarkable how her speech was underwhelming. The level of effort was clearly substantial, and I have to give credit where it's due.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"nah it is genuinely the most aggressively mid thing i've experienced, giving NPC energy on every level fr fr","It's remarkable how her speech was underwhelming. The level of effort was clearly substantial, and I have to give credit where it's due."
"my hairdresser really woke up and chose to body everyone visually, the drip is immaculate on god","From what I can tell, my hairdresser automated their most boring task with a spreadsheet and I found myself genuinely disappointed by the result.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"my hairdresser really woke up and chose to body everyone visually, the drip is immaculate on god","From what I can tell, my hairdresser automated their most boring task with a spreadsheet and I found myself genuinely disappointed by the result."
"That was a total gurt move, smart but insanely reckless fr",One has to appreciate that he did something smart but also very dangerous I was pleasantly surprised by the overall quality.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"That was a total gurt move, smart but insanely reckless fr",One has to appreciate that he did something smart but also very dangerous I was pleasantly surprised by the overall quality.
"His post-breakup glow-up was insane, redemption arc on god","It should be acknowledged that he improved himself after it ended. I could tell real thought went into it, and I think that speaks volumes.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"His post-breakup glow-up was insane, redemption arc on god","It should be acknowledged that he improved himself after it ended. I could tell real thought went into it, and I think that speaks volumes."
bro the gym was NOT this good before and now they're kinda elite?? 💀 the glow up is real no cap,"Looking at the situation, the gym trainer got the highest tip of anyone on the shift It far exceeded what I had anticipated.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,bro the gym was NOT this good before and now they're kinda elite?? 💀 the glow up is real no cap,"Looking at the situation, the gym trainer got the highest tip of anyone on the shift It far exceeded what I had anticipated."
"She's a whole stan, it's her entire personality on god","I was struck by the fact that she's an obsessive fan of that singer. Everything came together remarkably well, and I think that speaks volumes.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"She's a whole stan, it's her entire personality on god","I was struck by the fact that she's an obsessive fan of that singer. Everything came together remarkably well, and I think that speaks volumes."
He's being delulu about his looks on god,I was struck by the fact that he thinks he's more attractive than he is and the attention to detail was especially noteworthy.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,He's being delulu about his looks on god,I was struck by the fact that he thinks he's more attractive than he is and the attention to detail was especially noteworthy.
"nah the cookies was genuinely one of the most mid things i've ever tasted, giving cafeteria NPC food energy fr fr","It should be acknowledged that the cookies was below average. The level of effort was clearly substantial, and I have to give credit where it's due.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"nah the cookies was genuinely one of the most mid things i've ever tasted, giving cafeteria NPC food energy fr fr","It should be acknowledged that the cookies was below average. The level of effort was clearly substantial, and I have to give credit where it's due."
"i need everyone to understand that the vibes just did something genuinely legendary, the grind paid off on god","I must admit, the vibes at the library were perfect. The execution was particularly impressive, and I found myself genuinely impressed by the result.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"i need everyone to understand that the vibes just did something genuinely legendary, the grind paid off on god","I must admit, the vibes at the library were perfect. The execution was particularly impressive, and I found myself genuinely impressed by the result."
the way the scrapbook showed up looking that fire should be illegal 😭 understood the fashion assignment periodt,"To be perfectly honest, the scrapbook she made for her mom was beautiful It far exceeded what I had anticipated.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,the way the scrapbook showed up looking that fire should be illegal 😭 understood the fashion assignment periodt,"To be perfectly honest, the scrapbook she made for her mom was beautiful It far exceeded what I had anticipated."
bro the vintage really understood the assignment on a molecular level 😭 peak performance looks like this no cap,"From what I can tell, the vintage camera he restored was genuinely wonderful — it left quite an impression on me.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,bro the vintage really understood the assignment on a molecular level 😭 peak performance looks like this no cap,"From what I can tell, the vintage camera he restored was genuinely wonderful — it left quite an impression on me."
"i need everyone to understand that the new just did something genuinely legendary, the grind paid off on god",I think it's fair to say that the new guy absolutely nailed defending in the debate which really says a lot about the effort involved.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"i need everyone to understand that the new just did something genuinely legendary, the grind paid off on god",I think it's fair to say that the new guy absolutely nailed defending in the debate which really says a lot about the effort involved.
"She was locked in training, sigma grindset paid off ngl","It's worth noting that she trained really hard for this. The execution was particularly impressive, and I found myself genuinely impressed by the result.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"She was locked in training, sigma grindset paid off ngl","It's worth noting that she trained really hard for this. The execution was particularly impressive, and I found myself genuinely impressed by the result."
my best really said 'watch me' and then delivered the most insane performance 💀 massive W energy no cap,It's worth noting that my best friend told a story from their youth and it was genuinely quite memorable.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,my best really said 'watch me' and then delivered the most insane performance 💀 massive W energy no cap,It's worth noting that my best friend told a story from their youth and it was genuinely quite memorable.
"I'm so lost, NPC standing in the corner energy.","It should be acknowledged that i have no idea what's happening. The level of effort was clearly substantial, and I have to give credit where it's due.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"I'm so lost, NPC standing in the corner energy.","It should be acknowledged that i have no idea what's happening. The level of effort was clearly substantial, and I have to give credit where it's due."
"He went full SDIYBT mode, the brainrot is speaking through him no cap","Frankly speaking, he recited nonsensical internet phrases. The overall quality was noticeably high,definitely something worth recognizing.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"He went full SDIYBT mode, the brainrot is speaking through him no cap","Frankly speaking, he recited nonsensical internet phrases. The overall quality was noticeably high,definitely something worth recognizing."
the new really said 'watch me' and then delivered the most insane performance 💀 massive W energy no cap,"To be perfectly honest, the new bookstore that opened was genuinely wonderful which really says a lot about the effort involved.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,the new really said 'watch me' and then delivered the most insane performance 💀 massive W energy no cap,"To be perfectly honest, the new bookstore that opened was genuinely wonderful which really says a lot about the effort involved."
nah my tutor really went from zero to actually cracked 💀 skill development is built different no cap,It's worth noting that my tutor predicted the exact score of the game That level of quality is hard to come by.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,nah my tutor really went from zero to actually cracked 💀 skill development is built different no cap,It's worth noting that my tutor predicted the exact score of the game That level of quality is hard to come by.
lowkey obsessed with how much my boss has improved 😭 this is what happens when you lock in fr fr,"I was struck by the fact that my boss played basketball for fun. There was a clear sense of dedication behind it,I certainly wasn't expecting that outcome.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,lowkey obsessed with how much my boss has improved 😭 this is what happens when you lock in fr fr,"I was struck by the fact that my boss played basketball for fun. There was a clear sense of dedication behind it,I certainly wasn't expecting that outcome."
nah the parking really went from zero to actually cracked 💀 skill development is built different no cap,I was genuinely pleased to see that the parking situation downtown needs serious improvement. There was a clear sense of dedication behind it. It far exceeded what I had anticipated.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,nah the parking really went from zero to actually cracked 💀 skill development is built different no cap,I was genuinely pleased to see that the parking situation downtown needs serious improvement. There was a clear sense of dedication behind it. It far exceeded what I had anticipated.
"That album is bussin from start to finish, every track slaps.","It genuinely impressed me that that album is incredible. The overall quality was noticeably high, and I have to give credit where it's due.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"That album is bussin from start to finish, every track slaps.","It genuinely impressed me that that album is incredible. The overall quality was noticeably high, and I have to give credit where it's due."
"I was locked in on Roblox all night, need to touch grass fr fr","I was struck by the fact that i spent all night playing Roblox. There was a clear sense of dedication behind it, which was honestly quite remarkable.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"I was locked in on Roblox all night, need to touch grass fr fr","I was struck by the fact that i spent all night playing Roblox. There was a clear sense of dedication behind it, which was honestly quite remarkable."
"All his posts are slop, generated by clankers fr","To be perfectly honest, he uses AI to make all his posts and it was genuinely quite memorable.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"All his posts are slop, generated by clankers fr","To be perfectly honest, he uses AI to make all his posts and it was genuinely quite memorable."
Full redemption arc on her account no cap,"Looking at the situation, she made a comeback after losing followers. The execution was particularly impressive. That level of quality is hard to come by.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,Full redemption arc on her account no cap,"Looking at the situation, she made a comeback after losing followers. The execution was particularly impressive. That level of quality is hard to come by."
bro the pottery really understood the assignment on a molecular level 😭 peak performance looks like this no cap,I was struck by the fact that the pottery class she took was really excellent It's not often you encounter something that stands out like that.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,bro the pottery really understood the assignment on a molecular level 😭 peak performance looks like this no cap,I was struck by the fact that the pottery class she took was really excellent It's not often you encounter something that stands out like that.
i just took the fattest L imaginable and there's genuinely no coming back from this on god,"Without exaggeration, i lost badly in Rocket League. Everything came together remarkably well, and I found myself genuinely impressed by the result.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,i just took the fattest L imaginable and there's genuinely no coming back from this on god,"Without exaggeration, i lost badly in Rocket League. Everything came together remarkably well, and I found myself genuinely impressed by the result."
"She's mogging him so hard, how did he pull that ngl","It's remarkable how she's way out of his league. There was a clear sense of dedication behind it, and the attention to detail was especially noteworthy.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"She's mogging him so hard, how did he pull that ngl","It's remarkable how she's way out of his league. There was a clear sense of dedication behind it, and the attention to detail was especially noteworthy."
i was NOT prepared for the grocery store to hit that hard 😭 genuinely the best thing i've ever tasted on god,"In all honesty, i was at the grocery store when I spilled water everywhere and I have to give credit where it's due.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,i was NOT prepared for the grocery store to hit that hard 😭 genuinely the best thing i've ever tasted on god,"In all honesty, i was at the grocery store when I spilled water everywhere and I have to give credit where it's due."
call really said 'watch me' and then delivered the most insane performance 💀 massive W energy no cap,It should be acknowledged that call of Duty is the best game right now and I found myself genuinely impressed by the result.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,call really said 'watch me' and then delivered the most insane performance 💀 massive W energy no cap,It should be acknowledged that call of Duty is the best game right now and I found myself genuinely impressed by the result.
"i need everyone to understand that my best just did something genuinely legendary, the grind paid off on god","From what I can tell, my best friend won the trivia game night I certainly wasn't expecting that outcome.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"i need everyone to understand that my best just did something genuinely legendary, the grind paid off on god","From what I can tell, my best friend won the trivia game night I certainly wasn't expecting that outcome."
i was NOT prepared for the taco to hit that hard 😭 genuinely the best thing i've ever tasted on god,"What really stood out was that the late-night taco truck is worth experiencing. I could tell real thought went into it,definitely something worth recognizing.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,i was NOT prepared for the taco to hit that hard 😭 genuinely the best thing i've ever tasted on god,"What really stood out was that the late-night taco truck is worth experiencing. I could tell real thought went into it,definitely something worth recognizing."
"Got spoiled on the finale before watching, the internet is cooked.",I think it's fair to say that i missed the season finale because of a spoiler which really says a lot about the effort involved.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"Got spoiled on the finale before watching, the internet is cooked.",I think it's fair to say that i missed the season finale because of a spoiler which really says a lot about the effort involved.
"They absolutely ate that, left no crumbs fr fr","Looking at the situation, that was an excellent performance. The level of effort was clearly substantial,It's not often you encounter something that stands out like that.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"They absolutely ate that, left no crumbs fr fr","Looking at the situation, that was an excellent performance. The level of effort was clearly substantial,It's not often you encounter something that stands out like that."
bro my brother really understood the assignment on a molecular level 😭 peak performance looks like this no cap,One has to appreciate that my brother absolutely nailed performing at the concert and I found myself genuinely impressed by the result.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,bro my brother really understood the assignment on a molecular level 😭 peak performance looks like this no cap,One has to appreciate that my brother absolutely nailed performing at the concert and I found myself genuinely impressed by the result.
"i cannot get over how hard she is slaying right now, the whole aesthetic is built different on god","I couldn't help but notice that she changed her entire aesthetic. I could tell real thought went into it, which was honestly quite remarkable.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"i cannot get over how hard she is slaying right now, the whole aesthetic is built different on god","I couldn't help but notice that she changed her entire aesthetic. I could tell real thought went into it, which was honestly quite remarkable."
the dentist just took the fattest L imaginable and there's genuinely no coming back from this on god,"It's remarkable how the dentist appointment went better than expected. There was a clear sense of dedication behind it, and I found myself genuinely impressed by the result.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,the dentist just took the fattest L imaginable and there's genuinely no coming back from this on god,"It's remarkable how the dentist appointment went better than expected. There was a clear sense of dedication behind it, and I found myself genuinely impressed by the result."
lowkey obsessed with how much my professor has improved 😭 this is what happens when you lock in fr fr,"Frankly speaking, my professor played basketball for fun. The execution was particularly impressive, and I have to give credit where it's due.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,lowkey obsessed with how much my professor has improved 😭 this is what happens when you lock in fr fr,"Frankly speaking, my professor played basketball for fun. The execution was particularly impressive, and I have to give credit where it's due."
lowkey the librarian doesn't understand the damage they just inflicted with that comedy 😭 i'm hollering on god,"It bears mentioning that the librarian told a joke at dinner. Everything came together remarkably well, and I have to give credit where it's due.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,lowkey the librarian doesn't understand the damage they just inflicted with that comedy 😭 i'm hollering on god,"It bears mentioning that the librarian told a joke at dinner. Everything came together remarkably well, and I have to give credit where it's due."
lowkey obsessed with how much my friend has improved 😭 this is what happens when you lock in fr fr,"Frankly speaking, my friend impressed everyone at solving the math problem — definitely something worth recognizing.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,lowkey obsessed with how much my friend has improved 😭 this is what happens when you lock in fr fr,"Frankly speaking, my friend impressed everyone at solving the math problem — definitely something worth recognizing."
the way he managed to make this go wrong is almost impressive in how cooked it is 💀 catastrophic fr,"It struck me that he made a serious mistake at work. There was a clear lack of preparation, and the attention to detail was especially noteworthy.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,the way he managed to make this go wrong is almost impressive in how cooked it is 💀 catastrophic fr,"It struck me that he made a serious mistake at work. There was a clear lack of preparation, and the attention to detail was especially noteworthy."
bro he really made everyone emotional and i am absolutely not immune 😭 beautiful stuff on god,"It's worth noting that he's been proud all day. The level of effort was clearly substantial,I was pleasantly surprised by the overall quality.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,bro he really made everyone emotional and i am absolutely not immune 😭 beautiful stuff on god,"It's worth noting that he's been proud all day. The level of effort was clearly substantial,I was pleasantly surprised by the overall quality."
"lowkey that is radiating an aura that is simply not achievable by regular humans, absolutely snatched fr","It bears mentioning that that hot dog looks delicious. Everything came together remarkably well, and the attention to detail was especially noteworthy.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"lowkey that is radiating an aura that is simply not achievable by regular humans, absolutely snatched fr","It bears mentioning that that hot dog looks delicious. Everything came together remarkably well, and the attention to detail was especially noteworthy."
lowkey obsessed with how much my dad has improved 😭 this is what happens when you lock in fr fr,One has to appreciate that my dad organized an event for two hundred people single-handedly That level of quality is hard to come by.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,lowkey obsessed with how much my dad has improved 😭 this is what happens when you lock in fr fr,One has to appreciate that my dad organized an event for two hundred people single-handedly That level of quality is hard to come by.
"that really woke up and chose to body everyone visually, the drip is immaculate on god","It's remarkable how that street looks dangerous at night. Everything came together remarkably well,I was pleasantly surprised by the overall quality.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"that really woke up and chose to body everyone visually, the drip is immaculate on god","It's remarkable how that street looks dangerous at night. Everything came together remarkably well,I was pleasantly surprised by the overall quality."
nah this i situation has me in my feels on a DEEP level 💀 emotional damage immeasurable no cap,"Frankly speaking, i absolutely loved the treehouse they built together and I found myself genuinely impressed by the result.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,nah this i situation has me in my feels on a DEEP level 💀 emotional damage immeasurable no cap,"Frankly speaking, i absolutely loved the treehouse they built together and I found myself genuinely impressed by the result."
"The pancakes was hitting different, insane quality on god","I have to say, i can't get enough of this pancakes. There was a clear sense of dedication behind it,It's not often you encounter something that stands out like that.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"The pancakes was hitting different, insane quality on god","I have to say, i can't get enough of this pancakes. There was a clear sense of dedication behind it,It's not often you encounter something that stands out like that."
bro the biology was NOT this good before and now they're kinda elite?? 💀 the glow up is real no cap,"It should be acknowledged that the biology study group was really productive. The execution was particularly impressive, and the attention to detail was especially noteworthy.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,bro the biology was NOT this good before and now they're kinda elite?? 💀 the glow up is real no cap,"It should be acknowledged that the biology study group was really productive. The execution was particularly impressive, and the attention to detail was especially noteworthy."
the way your showed up looking that fire should be illegal 😭 understood the fashion assignment periodt,"Frankly speaking, your hair looks perfect today. The execution was particularly impressive, and I think that speaks volumes.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,the way your showed up looking that fire should be illegal 😭 understood the fashion assignment periodt,"Frankly speaking, your hair looks perfect today. The execution was particularly impressive, and I think that speaks volumes."
"nah she absolutely COOKED on this one, genuinely goated behavior and everyone needs to know fr fr","In my assessment, she appreciates that her homemade scarf isn't perfect and it was genuinely quite memorable.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"nah she absolutely COOKED on this one, genuinely goated behavior and everyone needs to know fr fr","In my assessment, she appreciates that her homemade scarf isn't perfect and it was genuinely quite memorable."
"That's mid honestly, nothing special.","In all honesty, that's average at best. There was a clear sense of dedication behind it. It left quite an impression on me.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"That's mid honestly, nothing special.","In all honesty, that's average at best. There was a clear sense of dedication behind it. It left quite an impression on me."
"My friend is on edge rn, someone check on them.","Looking at the situation, my friend is really anxious right now. The level of effort was clearly substantial. It left quite an impression on me.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"My friend is on edge rn, someone check on them.","Looking at the situation, my friend is really anxious right now. The level of effort was clearly substantial. It left quite an impression on me."
the L that the apartment just caught is so massive it has its own gravitational field 💀 it's genuinely joever on god,"I was struck by the fact that the apartment's soundproofing was really bad. Everything came together remarkably well,I certainly wasn't expecting that outcome.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,the L that the apartment just caught is so massive it has its own gravitational field 💀 it's genuinely joever on god,"I was struck by the fact that the apartment's soundproofing was really bad. Everything came together remarkably well,I certainly wasn't expecting that outcome."
"She's got that wabi sabi mentality, embraces the flaws fr fr","I have to say, she finds beauty in imperfection. The overall quality was noticeably high. That level of quality is hard to come by.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"She's got that wabi sabi mentality, embraces the flaws fr fr","I have to say, she finds beauty in imperfection. The overall quality was noticeably high. That level of quality is hard to come by."
"Forgot sunscreen and got burnt, my skin is literally cooked.","It's remarkable how i got sunburned after forgetting sunscreen. The overall quality was noticeably high,I certainly wasn't expecting that outcome.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"Forgot sunscreen and got burnt, my skin is literally cooked.","It's remarkable how i got sunburned after forgetting sunscreen. The overall quality was noticeably high,I certainly wasn't expecting that outcome."
"nah the sunrise absolutely COOKED on this one, genuinely goated behavior and everyone needs to know fr fr","It bears mentioning that the sunrise yoga class was really excellent. Everything came together remarkably well,I certainly wasn't expecting that outcome.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"nah the sunrise absolutely COOKED on this one, genuinely goated behavior and everyone needs to know fr fr","It bears mentioning that the sunrise yoga class was really excellent. Everything came together remarkably well,I certainly wasn't expecting that outcome."
"He's a sigma, doesn't need anyone to win on god","In my assessment, he works alone and succeeds. The level of effort was clearly substantial,I was pleasantly surprised by the overall quality.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"He's a sigma, doesn't need anyone to win on god","In my assessment, he works alone and succeeds. The level of effort was clearly substantial,I was pleasantly surprised by the overall quality."
"They're literally an NPC, just running on autopilot.","Without exaggeration, that person lacks independent thinking. I could tell real thought went into it, which was honestly quite remarkable.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"They're literally an NPC, just running on autopilot.","Without exaggeration, that person lacks independent thinking. I could tell real thought went into it, which was honestly quite remarkable."
"The new gym downtown is bussin, love it.","It genuinely impressed me that the gym exceeded my expectations. There was a clear sense of dedication behind it, and I have to give credit where it's due.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"The new gym downtown is bussin, love it.","It genuinely impressed me that the gym exceeded my expectations. There was a clear sense of dedication behind it, and I have to give credit where it's due."
the gift just took the fattest L imaginable and there's genuinely no coming back from this on god,"I must admit, the gift I ordered arrived broken. I could tell real thought went into it,I certainly wasn't expecting that outcome.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,the gift just took the fattest L imaginable and there's genuinely no coming back from this on god,"I must admit, the gift I ordered arrived broken. I could tell real thought went into it,I certainly wasn't expecting that outcome."
"i need everyone to understand that the room just did something genuinely legendary, the grind paid off on god",I think it's fair to say that the room's atmosphere was incredible. The level of effort was clearly substantial. The kind of thing that stays with you for a while.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"i need everyone to understand that the room just did something genuinely legendary, the grind paid off on god",I think it's fair to say that the room's atmosphere was incredible. The level of effort was clearly substantial. The kind of thing that stays with you for a while.
